level5_code,level5,kegg,level1_code,level1,level2_code,level2,level3_code,level3,level4_code,level4
G03CC05,Diethylstilbestrol [DG:DG00466],D00577  Diethylstilbestrol (USP/INN),G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03C,estrogens,G03CC,"estrogens, combinations with other drugs"
G03CC05,Diethylstilbestrol [DG:DG00466],D00946  Diethylstilbestrol diphosphate (USP),G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03C,estrogens,G03CC,"estrogens, combinations with other drugs"
G03CC05,Diethylstilbestrol [DG:DG00466],D07826  Hexestrol diphosphate sodium,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03C,estrogens,G03CC,"estrogens, combinations with other drugs"
G03CC06,Estriol [DG:DG00463],NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03C,estrogens,G03CC,"estrogens, combinations with other drugs"
G03CC06,Estriol [DG:DG00463],D00185  Estriol (JP17/USP),G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03C,estrogens,G03CC,"estrogens, combinations with other drugs"
G03CC06,Estriol [DG:DG00463],D01986  Estriol tripropionate (JAN),G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03C,estrogens,G03CC,"estrogens, combinations with other drugs"
G03CC06,Estriol [DG:DG00463],D01989  Estriol diacetate benzoate (JAN),G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03C,estrogens,G03CC,"estrogens, combinations with other drugs"
G03CC06,Estriol [DG:DG00463],D07920  Estriol succinate,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03C,estrogens,G03CC,"estrogens, combinations with other drugs"
G03CC06,Estriol [DG:DG00463],D07921  Estriol sodium succinate (BAN),G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03C,estrogens,G03CC,"estrogens, combinations with other drugs"
G03CC07,Conjugated estrogens and bazedoxifene,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03C,estrogens,G03CC,"estrogens, combinations with other drugs"
G03CC07,Conjugated estrogens and bazedoxifene,D10579  Conjugated estrogens - bazedoxifene acetate mixt,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03C,estrogens,G03CC,"estrogens, combinations with other drugs"
G03CX01,Tibolone,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03C,estrogens,G03CX,other estrogens
G03CX01,Tibolone,D01639  Tibolone (JAN/USAN/INN),G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03C,estrogens,G03CX,other estrogens
G03DA01,Gestonorone,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03D,progestogens,G03DA,pregnen (4) derivatives
G03DA01,Gestonorone,D01159  Gestonorone caproate (JAN/USAN),G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03D,progestogens,G03DA,pregnen (4) derivatives
G03DA02,Medroxyprogesterone [DG:DG00458],NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03D,progestogens,G03DA,pregnen (4) derivatives
G03DA02,Medroxyprogesterone [DG:DG00458],D08166  Medroxyprogesterone (INN),G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03D,progestogens,G03DA,pregnen (4) derivatives
G03DA02,Medroxyprogesterone [DG:DG00458],D00951  Medroxyprogesterone acetate (JP17/USP),G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03D,progestogens,G03DA,pregnen (4) derivatives
G03DA03,Hydroxyprogesterone [DG:DG00467],NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03D,progestogens,G03DA,pregnen (4) derivatives
G03DA03,Hydroxyprogesterone [DG:DG00467],D08052  Hydroxyprogesterone (INN),G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03D,progestogens,G03DA,pregnen (4) derivatives
G03DA03,Hydroxyprogesterone [DG:DG00467],D00949  Hydroxyprogesterone caproate (JAN/USP/INN),G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03D,progestogens,G03DA,pregnen (4) derivatives
G03DA03,Hydroxyprogesterone [DG:DG00467],D08053  Hydroxyprogesterone 17alfa-acetate,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03D,progestogens,G03DA,pregnen (4) derivatives
G03DA04,Progesterone,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03D,progestogens,G03DA,pregnen (4) derivatives
G03DA04,Progesterone,D00066  Progesterone (JP17/USP/INN),G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03D,progestogens,G03DA,pregnen (4) derivatives
G03DB01,Dydrogesterone,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03D,progestogens,G03DB,pregnadien derivatives
G03DB01,Dydrogesterone,D01217  Dydrogesterone (JP17/USP/INN),G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03D,progestogens,G03DB,pregnadien derivatives
G03DB02,Megestrol [DG:DG00457],NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03D,progestogens,G03DB,pregnadien derivatives
G03DB02,Megestrol [DG:DG00457],D08167  Megestrol (INN),G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03D,progestogens,G03DB,pregnadien derivatives
G03DB02,Megestrol [DG:DG00457],D00952  Megestrol acetate (USAN),G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03D,progestogens,G03DB,pregnadien derivatives
G03DB03,Medrogestone,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03D,progestogens,G03DB,pregnadien derivatives
G03DB03,Medrogestone,D04885  Medrogestone (USAN/INN),G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03D,progestogens,G03DB,pregnadien derivatives
G03DB04,Nomegestrol [DG:DG00468],NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03D,progestogens,G03DB,pregnadien derivatives
G03DB04,Nomegestrol [DG:DG00468],D07222  Nomegestrol (USAN/INN),G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03D,progestogens,G03DB,pregnadien derivatives
G03DB04,Nomegestrol [DG:DG00468],D08281  Nomegestrol acetate (USAN),G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03D,progestogens,G03DB,pregnadien derivatives
G03DB05,Demegestone,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03D,progestogens,G03DB,pregnadien derivatives
G03DB05,Demegestone,D07223  Demegestone (INN),G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03D,progestogens,G03DB,pregnadien derivatives
G03DB06,Chlormadinone [DG:DG00469],NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03D,progestogens,G03DB,pregnadien derivatives
G03DB06,Chlormadinone [DG:DG00469],D07670  Chlormadinone (INN),G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03D,progestogens,G03DB,pregnadien derivatives
G03DB06,Chlormadinone [DG:DG00469],D01299  Chlormadinone acetate (JP17/USAN),G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03D,progestogens,G03DB,pregnadien derivatives
G03DB07,Promegestone,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03D,progestogens,G03DB,pregnadien derivatives
G03DB07,Promegestone,D08431  Promegestone (INN),G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03D,progestogens,G03DB,pregnadien derivatives
G03DB08,Dienogest,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03D,progestogens,G03DB,pregnadien derivatives
G03DB08,Dienogest,D03799  Dienogest (JAN/USAN/INN),G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03D,progestogens,G03DB,pregnadien derivatives
G03DC01,Allylestrenol,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03D,progestogens,G03DC,estren derivatives
G03DC01,Allylestrenol,D01374  Allylestrenol (JAN/INN),G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03D,progestogens,G03DC,estren derivatives
G03DC02,Norethisterone [DG:DG00456],NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03D,progestogens,G03DC,estren derivatives
G03DC02,Norethisterone [DG:DG00456],D00182  Norethindrone (USP),G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03D,progestogens,G03DC,estren derivatives
G03DC02,Norethisterone [DG:DG00456],D00953  Norethindrone acetate (USP),G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03D,progestogens,G03DC,estren derivatives
G03DC02,Norethisterone [DG:DG00456],D08285  Norethisterone enantate,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03D,progestogens,G03DC,estren derivatives
G03DC03,Lynestrenol,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03D,progestogens,G03DC,estren derivatives
G03DC03,Lynestrenol,D01580  Lynestrenol (JAN/USAN),G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03D,progestogens,G03DC,estren derivatives
G03DC04,Ethisterone,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03D,progestogens,G03DC,estren derivatives
G03DC04,Ethisterone,C14487  Ethisterone,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03D,progestogens,G03DC,estren derivatives
G03DC06,Etynodiol [DG:DG00470],NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03D,progestogens,G03DC,estren derivatives
G03DC06,Etynodiol [DG:DG00470],D07939  Etynodiol (INN),G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03D,progestogens,G03DC,estren derivatives
G03DC06,Etynodiol [DG:DG00470],D01294  Ethynodiol diacetate (JAN/USP),G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03D,progestogens,G03DC,estren derivatives
G03DC31,Methylestrenolone,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03D,progestogens,G03DC,estren derivatives
G03DC31,Methylestrenolone,C14491  Normethandrolone,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03D,progestogens,G03DC,estren derivatives
G03EA01,Methyltestosterone and estrogen,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03E,androgens and female sex hormones in combination,G03EA,androgens and estrogens
G03EA02,Testosterone and estrogen,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03E,androgens and female sex hormones in combination,G03EA,androgens and estrogens
G03EA02,Testosterone and estrogen,D01921  Estradiol - testosterone mixt,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03E,androgens and female sex hormones in combination,G03EA,androgens and estrogens
G03EA02,Testosterone and estrogen,D04451  Testosterone enanthate - testosterone propionate - estradiol dipropionate mixt,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03E,androgens and female sex hormones in combination,G03EA,androgens and estrogens
G03EA02,Testosterone and estrogen,D04453  Testosterone enanthate - Testosterone propionate - estradiol valerate mixt,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03E,androgens and female sex hormones in combination,G03EA,androgens and estrogens
G03EA02,Testosterone and estrogen,D04454  Testosterone enanthate - estradiol valerate mixt,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03E,androgens and female sex hormones in combination,G03EA,androgens and estrogens
G03EA02,Testosterone and estrogen,D04472  Pregnenolone - androstenedione - testosterone - estrone - dried thyroide mixt,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03E,androgens and female sex hormones in combination,G03EA,androgens and estrogens
G03EA03,Prasterone and estrogen,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03E,androgens and female sex hormones in combination,G03EA,androgens and estrogens
G03EK01,Methyltestosterone,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03E,androgens and female sex hormones in combination,G03EK,androgens and female sex hormones in combination with other drugs
G03EK01,Methyltestosterone,D00408  Methyltestosterone (JP17/USP/INN),G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03E,androgens and female sex hormones in combination,G03EK,androgens and female sex hormones in combination with other drugs
G03FA01,Norethisterone and estrogen,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03F,progestogens and estrogens in combination,G03FA,"progestogens and estrogens, fixed combinations"
G03FA01,Norethisterone and estrogen,D04462  Norethisterone - mestranol mixt,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03F,progestogens and estrogens in combination,G03FA,"progestogens and estrogens, fixed combinations"
G03FA01,Norethisterone and estrogen,D04483  Ethinylestradiol - norethisterone mixt,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03F,progestogens and estrogens in combination,G03FA,"progestogens and estrogens, fixed combinations"
G03FA01,Norethisterone and estrogen,D09188  Estradiol - norethisterone acetate mixt,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03F,progestogens and estrogens in combination,G03FA,"progestogens and estrogens, fixed combinations"
G03FA02,Hydroxyprogesterone and estrogen,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03F,progestogens and estrogens in combination,G03FA,"progestogens and estrogens, fixed combinations"
G03FA02,Hydroxyprogesterone and estrogen,D04457  Hydroxyprogesterone caproate - estradiol dipropionate mixt,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03F,progestogens and estrogens in combination,G03FA,"progestogens and estrogens, fixed combinations"
G03FA02,Hydroxyprogesterone and estrogen,D04465  Hydroxyprogesterone caproate - estradiol benzoate mixt,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03F,progestogens and estrogens in combination,G03FA,"progestogens and estrogens, fixed combinations"
G03FA03,Ethisterone and estrogen,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03F,progestogens and estrogens in combination,G03FA,"progestogens and estrogens, fixed combinations"
G03FA04,Progesterone and estrogen,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03F,progestogens and estrogens in combination,G03FA,"progestogens and estrogens, fixed combinations"
G03FA04,Progesterone and estrogen,D04459  Progesterone - estradiol benzoate mixt,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03F,progestogens and estrogens in combination,G03FA,"progestogens and estrogens, fixed combinations"
G03FA05,Methylnortestosterone and estrogen,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03F,progestogens and estrogens in combination,G03FA,"progestogens and estrogens, fixed combinations"
G03FA06,Etynodiol and estrogen,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03F,progestogens and estrogens in combination,G03FA,"progestogens and estrogens, fixed combinations"
G03FA06,Etynodiol and estrogen,D04460  Ethinylestradiol - ethynodiol diacetate mixt,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03F,progestogens and estrogens in combination,G03FA,"progestogens and estrogens, fixed combinations"
G03FA07,Lynestrenol and estrogen,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03F,progestogens and estrogens in combination,G03FA,"progestogens and estrogens, fixed combinations"
G03FA07,Lynestrenol and estrogen,D04466  Mestranol - lynestrenol mixt,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03F,progestogens and estrogens in combination,G03FA,"progestogens and estrogens, fixed combinations"
G03FA08,Megestrol and estrogen,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03F,progestogens and estrogens in combination,G03FA,"progestogens and estrogens, fixed combinations"
G03FA09,Noretynodrel and estrogen,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03F,progestogens and estrogens in combination,G03FA,"progestogens and estrogens, fixed combinations"
G03FA10,Norgestrel and estrogen,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03F,progestogens and estrogens in combination,G03FA,"progestogens and estrogens, fixed combinations"
G03FA10,Norgestrel and estrogen,D04463  Norgestrel and ethinylestradiol tablets (JP17),G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03F,progestogens and estrogens in combination,G03FA,"progestogens and estrogens, fixed combinations"
G03FA11,Levonorgestrel and estrogen,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03F,progestogens and estrogens in combination,G03FA,"progestogens and estrogens, fixed combinations"
G03FA11,Levonorgestrel and estrogen,D04482  Ethinylestradiol - levonorgestrel mixt,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03F,progestogens and estrogens in combination,G03FA,"progestogens and estrogens, fixed combinations"
G03FA11,Levonorgestrel and estrogen,D09187  Estradiol - levonorgestrel mixt,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03F,progestogens and estrogens in combination,G03FA,"progestogens and estrogens, fixed combinations"
G03FA12,Medroxyprogesterone and estrogen,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03F,progestogens and estrogens in combination,G03FA,"progestogens and estrogens, fixed combinations"
G03FA13,Norgestimate and estrogen,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03F,progestogens and estrogens in combination,G03FA,"progestogens and estrogens, fixed combinations"
G03FA14,Dydrogesterone and estrogen,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03F,progestogens and estrogens in combination,G03FA,"progestogens and estrogens, fixed combinations"
G03FA15,Dienogest and estrogen,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03F,progestogens and estrogens in combination,G03FA,"progestogens and estrogens, fixed combinations"
G03FA16,Trimegestone and estrogen,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03F,progestogens and estrogens in combination,G03FA,"progestogens and estrogens, fixed combinations"
G03FA17,Drospirenone and estrogen,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03F,progestogens and estrogens in combination,G03FA,"progestogens and estrogens, fixed combinations"
G03FA17,Drospirenone and estrogen,D09741  Drospirenone - ethinylestradiol betadex mixt,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03F,progestogens and estrogens in combination,G03FA,"progestogens and estrogens, fixed combinations"
G03FB01,Norgestrel and estrogen,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03F,progestogens and estrogens in combination,G03FB,"progestogens and estrogens, sequential preparations"
G03FB01,Norgestrel and estrogen,D04463  Norgestrel and ethinylestradiol tablets (JP17),G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03F,progestogens and estrogens in combination,G03FB,"progestogens and estrogens, sequential preparations"
G03FB02,Lynestrenol and estrogen,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03F,progestogens and estrogens in combination,G03FB,"progestogens and estrogens, sequential preparations"
G03FB02,Lynestrenol and estrogen,D04466  Mestranol - lynestrenol mixt,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03F,progestogens and estrogens in combination,G03FB,"progestogens and estrogens, sequential preparations"
G03FB03,Chlormadinone and estrogen,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03F,progestogens and estrogens in combination,G03FB,"progestogens and estrogens, sequential preparations"
G03FB03,Chlormadinone and estrogen,D04464  Chlormadinone acetate - mestranol mixt,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03F,progestogens and estrogens in combination,G03FB,"progestogens and estrogens, sequential preparations"
G03FB04,Megestrol and estrogen,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03F,progestogens and estrogens in combination,G03FB,"progestogens and estrogens, sequential preparations"
G03FB05,Norethisterone and estrogen,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03F,progestogens and estrogens in combination,G03FB,"progestogens and estrogens, sequential preparations"
G03FB05,Norethisterone and estrogen,D04462  Norethisterone - mestranol mixt,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03F,progestogens and estrogens in combination,G03FB,"progestogens and estrogens, sequential preparations"
G03FB05,Norethisterone and estrogen,D04483  Ethinylestradiol - norethisterone mixt,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03F,progestogens and estrogens in combination,G03FB,"progestogens and estrogens, sequential preparations"
G03FB05,Norethisterone and estrogen,D09188  Estradiol - norethisterone acetate mixt,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03F,progestogens and estrogens in combination,G03FB,"progestogens and estrogens, sequential preparations"
G03FB06,Medroxyprogesterone and estrogen,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03F,progestogens and estrogens in combination,G03FB,"progestogens and estrogens, sequential preparations"
G03FB07,Medrogestone and estrogen,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03F,progestogens and estrogens in combination,G03FB,"progestogens and estrogens, sequential preparations"
G03FB08,Dydrogesterone and estrogen,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03F,progestogens and estrogens in combination,G03FB,"progestogens and estrogens, sequential preparations"
G03FB09,Levonorgestrel and estrogen,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03F,progestogens and estrogens in combination,G03FB,"progestogens and estrogens, sequential preparations"
G03FB09,Levonorgestrel and estrogen,D04482  Ethinylestradiol - levonorgestrel mixt,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03F,progestogens and estrogens in combination,G03FB,"progestogens and estrogens, sequential preparations"
G03FB09,Levonorgestrel and estrogen,D09187  Estradiol - levonorgestrel mixt,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03F,progestogens and estrogens in combination,G03FB,"progestogens and estrogens, sequential preparations"
G03FB10,Desogestrel and estrogen,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03F,progestogens and estrogens in combination,G03FB,"progestogens and estrogens, sequential preparations"
G03FB10,Desogestrel and estrogen,D04484  Desogestrel - ethinylestradiol mixt,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03F,progestogens and estrogens in combination,G03FB,"progestogens and estrogens, sequential preparations"
G03FB11,Trimegestone and estrogen,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03F,progestogens and estrogens in combination,G03FB,"progestogens and estrogens, sequential preparations"
G03FB12,Nomegestrol and estrogen,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03F,progestogens and estrogens in combination,G03FB,"progestogens and estrogens, sequential preparations"
G03GA01,Chorionic gonadotrophin,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03G,gonadotropins and other ovulation stimulants,G03GA,gonadotropins
G03GA01,Chorionic gonadotrophin,"D06457  Gonadotropin, chorionic (USP)",G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03G,gonadotropins and other ovulation stimulants,G03GA,gonadotropins
G03GA02,Human menopausal gonadotrophin [DG:DG00472],NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03G,gonadotropins and other ovulation stimulants,G03GA,gonadotropins
G03GA02,Human menopausal gonadotrophin [DG:DG00472],D02692  Menotropins (USP),G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03G,gonadotropins and other ovulation stimulants,G03GA,gonadotropins
G03GA02,Human menopausal gonadotrophin [DG:DG00472],D06459  Purified human menopausal gonadotrophin (JAN),G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03G,gonadotropins and other ovulation stimulants,G03GA,gonadotropins
G03GA03,Serum gonadotrophin,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03G,gonadotropins and other ovulation stimulants,G03GA,gonadotropins
G03GA03,Serum gonadotrophin,D05258  Serum gonadotrophin (JAN),G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03G,gonadotropins and other ovulation stimulants,G03GA,gonadotropins
G03GA04,Urofollitropin,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03G,gonadotropins and other ovulation stimulants,G03GA,gonadotropins
G03GA04,Urofollitropin,D06269  Urofollitropin (USAN/INN),G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03G,gonadotropins and other ovulation stimulants,G03GA,gonadotropins
G03GA05,Follitropin alfa,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03G,gonadotropins and other ovulation stimulants,G03GA,gonadotropins
G03GA05,Follitropin alfa,D04429  Follitropin alfa (genetical recombination) (JAN),G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03G,gonadotropins and other ovulation stimulants,G03GA,gonadotropins
G03GA06,Follitropin beta,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03G,gonadotropins and other ovulation stimulants,G03GA,gonadotropins
G03GA06,Follitropin beta,D04430  Follitropin beta (genetical recombination) (JAN),G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03G,gonadotropins and other ovulation stimulants,G03GA,gonadotropins
G03GA07,Lutropin alfa,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03G,gonadotropins and other ovulation stimulants,G03GA,gonadotropins
G03GA07,Lutropin alfa,D04824  Lutropin alfa (USAN/INN),G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03G,gonadotropins and other ovulation stimulants,G03GA,gonadotropins
G03GA08,Choriogonadotropin alfa,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03G,gonadotropins and other ovulation stimulants,G03GA,gonadotropins
G03GA08,Choriogonadotropin alfa,D03478  Choriogonadotropin alfa (USAN/INN),G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03G,gonadotropins and other ovulation stimulants,G03GA,gonadotropins
G03GA09,Corifollitropin alfa,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03G,gonadotropins and other ovulation stimulants,G03GA,gonadotropins
G03GA09,Corifollitropin alfa,D08895  Corifollitropin alfa (INN/USAN),G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03G,gonadotropins and other ovulation stimulants,G03GA,gonadotropins
G03GA10,Follitropin delta,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03G,gonadotropins and other ovulation stimulants,G03GA,gonadotropins
G03GA30,Combinations,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03G,gonadotropins and other ovulation stimulants,G03GA,gonadotropins
G03GA30,Combinations,D06400  Follitropin alfa/beta,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03G,gonadotropins and other ovulation stimulants,G03GA,gonadotropins
G03GA30,Combinations,D10848  Follitropin alfa - lutropin alfa mixt,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03G,gonadotropins and other ovulation stimulants,G03GA,gonadotropins
G03GB01,Cyclofenil,NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03G,gonadotropins and other ovulation stimulants,G03GB,"ovulation stimulants, synthetic"
G03GB01,Cyclofenil,D01281  Cyclofenil (JAN/INN),G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03G,gonadotropins and other ovulation stimulants,G03GB,"ovulation stimulants, synthetic"
G03GB02,Clomifene [DG:DG00474],NA,G,genito urinary system and sex hormones,G03,sex hormones and modulators of the genital system,G03G,gonadotropins and other ovulation stimulants,G03GB,"ovulation stimulants, synthetic"
