hcpcs_code,hcpcs_description,year,claim_count,total_spending,beneficiary_count,total_annual_spending_per_user,unit_count,average_cost_per_unit,average_beneficiary_cost_share,annual_change_in_average_cost_per_unit
J2278,"Injection, ziconotide, 1 microgram",2013,2449.0,5469290.02,727.0,7523.0949381,812067.5,6.7350189732,1452.2535901,NA
J2278,"Injection, ziconotide, 1 microgram",2014,2377.0,5489043.87,730.0,7519.2381781,820143.0,6.692788782,1461.6091781,NA
J2278,"Injection, ziconotide, 1 microgram",2015,2371.0,5766425.32,748.0,7709.1247594,841156.1,6.8553569546,1531.8078342,NA
J2280,"Injection, moxifloxacin, 100 mg",2011,1217.0,16681.73,240.0,69.507208333,5042.0,3.3085541452,15.594875,NA
J2280,"Injection, moxifloxacin, 100 mg",2012,723.0,11373.73,170.0,66.904294118,3176.0,3.5811492443,14.019705882,NA
J2280,"Injection, moxifloxacin, 100 mg",2013,433.0,5587.45,112.0,49.887946429,1662.0,3.3618832732,10.816517857,NA
J2280,"Injection, moxifloxacin, 100 mg",2014,164.0,2860.94,89.0,32.145393258,567.5,5.0413039648,9.0915730337,NA
J2280,"Injection, moxifloxacin, 100 mg",2015,74.0,1630.86,30.0,54.362,285.0,5.7223157895,11.626666667,NA
J2300,"Injection, nalbuphine hydrochloride, per 10 mg",2011,54152.0,89005.06,16243.0,5.4795949024,88788.5,1.0024390546,1.2572351167,NA
J2300,"Injection, nalbuphine hydrochloride, per 10 mg",2012,48298.0,70045.89,15296.0,4.5793599634,79948.1,0.8761420221,1.0349189331,NA
J2300,"Injection, nalbuphine hydrochloride, per 10 mg",2013,30691.0,57597.85,8709.0,6.6136008727,52313.5,1.1010131228,1.4659226088,NA
J2300,"Injection, nalbuphine hydrochloride, per 10 mg",2014,28472.0,84972.83,8357.0,10.167862869,44532.5,1.9081082356,2.29969367,NA
J2300,"Injection, nalbuphine hydrochloride, per 10 mg",2015,24629.0,93760.16,7600.0,12.336863158,39315.0,2.3848444614,2.8348092105,0.2498475804
J2310,"Injection, naloxone hydrochloride, per 1 mg",2011,1334.0,17953.81,1068.0,16.810683521,2105.4,8.5275054621,3.6092602996,NA
J2310,"Injection, naloxone hydrochloride, per 1 mg",2012,1032.0,16429.9,864.0,19.016087963,1830.0,8.9780874317,3.9538657407,NA
J2310,"Injection, naloxone hydrochloride, per 1 mg",2013,732.0,19483.83,591.0,32.967563452,1402.0,13.897168331,7.767715736,NA
J2310,"Injection, naloxone hydrochloride, per 1 mg",2014,634.0,29826.62,482.0,61.880954357,1182.0,25.234027073,13.16159751,NA
J2310,"Injection, naloxone hydrochloride, per 1 mg",2015,572.0,23958.07,445.0,53.838359551,934.0,25.651038544,11.340247191,NA
J2315,"Injection, naltrexone, depot form, 1 mg",2011,617.0,547899.57,181.0,3027.0694475,206023.0,2.6594097261,614.62248619,NA
J2315,"Injection, naltrexone, depot form, 1 mg",2012,690.0,611102.1,222.0,2752.7121622,220248.0,2.774609077,561.32585586,NA
J2315,"Injection, naltrexone, depot form, 1 mg",2013,827.0,703660.24,229.0,3072.7521397,254321.5,2.7668138164,635.59978166,NA
J2315,"Injection, naltrexone, depot form, 1 mg",2014,851.0,650834.38,278.0,2341.1308633,240840.0,2.7023516858,483.38564748,NA
J2315,"Injection, naltrexone, depot form, 1 mg",2015,1074.0,867565.98,344.0,2521.9941279,291741.0,2.973754049,519.99825581,NA
J2323,"Injection, natalizumab, 1 mg",2011,54702.0,168635618.12,7049.0,23923.339214,16435051.0,10.260729834,4798.6783274,NA
J2323,"Injection, natalizumab, 1 mg",2012,60419.0,203043011.19,7779.0,26101.428357,18208952.0,11.15072472,5229.0417007,NA
J2323,"Injection, natalizumab, 1 mg",2013,61277.0,229994021.62,7987.0,28796.046278,18477973.0,12.446929196,5842.5156016,NA
J2323,"Injection, natalizumab, 1 mg",2014,59978.0,256035730.01,7308.0,35034.99316,18096711.0,14.148191349,7138.772329,NA
J2323,"Injection, natalizumab, 1 mg",2015,61043.0,288824658.23,7263.0,39766.578305,18393903.0,15.702195354,8097.4667961,0.1098376441
J2325,"Injection, nesiritide, 0.1 mg",2011,577.0,317869.63,177.0,1795.8736158,7111.0,44.701115174,352.20355932,NA
J2325,"Injection, nesiritide, 0.1 mg",2012,444.0,191445.06,110.0,1740.4096364,3815.0,50.18219135,345.36690909,NA
J2325,"Injection, nesiritide, 0.1 mg",2013,169.0,236659.81,101.0,2343.1664356,4229.0,55.961175219,460.89584158,NA
J2325,"Injection, nesiritide, 0.1 mg",2014,35.0,50060.08,18.0,2781.1155556,813.0,61.574514145,543.52055556,NA
J2325,"Injection, nesiritide, 0.1 mg",2015,22.0,22591.24,16.0,1411.9525,333.0,67.841561562,294.3625,NA
J2353,"Injection, octreotide, depot form for intramuscular injection, 1 mg",2011,70070.0,234803146.02,9336.0,25150.294132,2017851.4,116.36295221,5015.5231459,NA
J2353,"Injection, octreotide, depot form for intramuscular injection, 1 mg",2012,77085.0,275984353.31,9790.0,28190.434455,2240840.0,123.16111517,5595.396477,NA
J2353,"Injection, octreotide, depot form for intramuscular injection, 1 mg",2013,79626.0,303563688.69,10144.0,29925.442497,2316229.5,131.05941734,6000.2295998,NA
J2353,"Injection, octreotide, depot form for intramuscular injection, 1 mg",2014,84966.0,341624403.74,10600.0,32228.717334,2628791.5,129.95492558,6474.0348425,NA
J2353,"Injection, octreotide, depot form for intramuscular injection, 1 mg",2015,87649.0,379845705.75,10902.0,34841.836888,2571801.0,147.6963831,6986.4339286,0.1365200853
J2354,"Injection, octreotide, non-depot form for subcutaneous or intravenous injection, 25 mcg",2011,514.0,6281.7,196.0,32.049489796,4720.0,1.3308686441,6.6478571429,NA
J2354,"Injection, octreotide, non-depot form for subcutaneous or intravenous injection, 25 mcg",2012,232.0,2646.75,92.0,28.769021739,1736.0,1.524625576,5.8407608696,NA
J2354,"Injection, octreotide, non-depot form for subcutaneous or intravenous injection, 25 mcg",2013,364.0,50381.76,82.0,614.41170732,36493.0,1.3805869619,124.66573171,NA
J2354,"Injection, octreotide, non-depot form for subcutaneous or intravenous injection, 25 mcg",2014,283.0,59132.42,72.0,821.28361111,43244.0,1.3674132828,166.98513889,NA
J2354,"Injection, octreotide, non-depot form for subcutaneous or intravenous injection, 25 mcg",2015,103.0,145357.09,35.0,4153.0597143,41967.0,3.4636044988,844.11657143,NA
J2355,"Injection, oprelvekin, 5 mg",2011,9420.0,2524670.43,1049.0,2406.7401621,10326.0,244.49645845,483.69246902,NA
J2355,"Injection, oprelvekin, 5 mg",2012,7549.0,2085258.46,917.0,2274.0005016,8575.0,243.17882915,456.87266085,NA
J2355,"Injection, oprelvekin, 5 mg",2013,5841.0,1726460.22,746.0,2314.2898391,6526.0,264.55106037,471.70514745,NA
J2355,"Injection, oprelvekin, 5 mg",2014,4199.0,1361917.49,591.0,2304.4289171,4686.0,290.6354012,471.85568528,NA
J2355,"Injection, oprelvekin, 5 mg",2015,2585.0,988575.32,290.0,3408.8804138,2787.0,354.70947973,696.45437931,NA
J2357,"Injection, omalizumab, 5 mg",2011,87775.0,126440591.42,7986.0,15832.781295,6057219.5,20.874361812,3188.6079226,NA
J2357,"Injection, omalizumab, 5 mg",2012,97351.0,150647721.5,8650.0,17415.921561,6723978.0,22.404553004,3498.6487815,NA
J2357,"Injection, omalizumab, 5 mg",2013,106547.0,177084921.89,9451.0,18737.162405,7349730.0,24.09407174,3811.6541943,NA
J2357,"Injection, omalizumab, 5 mg",2014,122664.0,220195912.2,11464.0,19207.598761,8435845.4,26.102412,3918.1042027,NA
J2357,"Injection, omalizumab, 5 mg",2015,141484.0,272631822.78,13302.0,20495.551254,9656836.1,28.232002693,4178.6303345,0.0815859735
J2358,"Injection, olanzapine, long-acting, 1 mg",2011,799.0,111646.09,668.0,167.13486527,40875.0,2.7314028135,33.939311377,NA
J2358,"Injection, olanzapine, long-acting, 1 mg",2012,1084.0,168259.54,846.0,198.88834515,64601.0,2.6045965233,40.588451537,NA
J2358,"Injection, olanzapine, long-acting, 1 mg",2013,1293.0,251995.86,947.0,266.09911299,92881.0,2.7131045101,54.816114044,NA
J2358,"Injection, olanzapine, long-acting, 1 mg",2014,1480.0,312033.8,1057.0,295.20700095,115478.0,2.7021060289,60.949782403,NA
J2358,"Injection, olanzapine, long-acting, 1 mg",2015,1494.0,286163.48,1150.0,248.8378087,101928.0,2.8075060827,51.694921739,NA
J2360,"Injection, orphenadrine citrate, up to 60 mg",2011,17780.0,140389.71,6436.0,21.813192977,24586.5,5.7100323348,4.8982722188,NA
J2360,"Injection, orphenadrine citrate, up to 60 mg",2012,18066.0,175032.23,6717.0,26.058095876,24798.0,7.0583204291,5.7478606521,NA
J2360,"Injection, orphenadrine citrate, up to 60 mg",2013,17684.0,145812.87,6793.0,21.465165612,23548.5,6.1920236958,4.8369409686,NA
J2360,"Injection, orphenadrine citrate, up to 60 mg",2014,18387.0,152295.7,7133.0,21.35086219,26104.5,5.8340784156,4.7583246881,NA
J2360,"Injection, orphenadrine citrate, up to 60 mg",2015,18616.0,114285.47,7847.0,14.564224544,24130.0,4.7362399503,3.3401108704,-0.188176844
J2370,"Injection, phenylephrine hcl, up to 1 ml",2011,1246.0,1407.58,1059.0,1.3291595845,1313.0,1.072033511,0.2871765817,NA
J2370,"Injection, phenylephrine hcl, up to 1 ml",2012,646.0,607.59,591.0,1.028071066,671.0,0.9054992548,0.2421150592,NA
J2370,"Injection, phenylephrine hcl, up to 1 ml",2013,389.0,998.54,337.0,2.9630267062,396.0,2.5215656566,0.8343916914,NA
J2370,"Injection, phenylephrine hcl, up to 1 ml",2014,459.0,3051.28,392.0,7.783877551,479.0,6.3701043841,3.0611734694,NA
J2370,"Injection, phenylephrine hcl, up to 1 ml",2015,378.0,1270.01,312.0,4.0705448718,386.5,3.2859249677,1.0324038462,NA
J2400,"Injection, chloroprocaine hydrochloride, per 30 ml",2011,1380.0,27565.9,845.0,32.622366864,3031.0,9.0946552293,7.5008639053,NA
J2400,"Injection, chloroprocaine hydrochloride, per 30 ml",2012,1364.0,34511.04,800.0,43.1388,2930.0,11.778511945,9.35465,NA
J2400,"Injection, chloroprocaine hydrochloride, per 30 ml",2013,1427.0,37092.95,865.0,42.882023121,2624.0,14.136032774,9.8813526012,NA
J2400,"Injection, chloroprocaine hydrochloride, per 30 ml",2014,1319.0,29130.5,695.0,41.914388489,1625.0,17.926461538,8.8080143885,NA
J2400,"Injection, chloroprocaine hydrochloride, per 30 ml",2015,618.0,18156.05,326.0,55.693404908,920.0,19.734836957,12.426104294,NA
J2405,"Injection, ondansetron hydrochloride, per 1 mg",2011,381878.0,1146739.17,72684.0,15.777050933,7386866.7,0.1552402685,3.4514835452,NA
J2405,"Injection, ondansetron hydrochloride, per 1 mg",2012,343037.0,843771.06,74554.0,11.317582692,5457499.0,0.1546076435,2.483983019,NA
J2405,"Injection, ondansetron hydrochloride, per 1 mg",2013,345831.0,684056.86,73994.0,9.2447611968,4358965.3,0.1569310176,2.0997267346,NA
J2405,"Injection, ondansetron hydrochloride, per 1 mg",2014,357657.0,442090.25,76867.0,5.7513659958,4328790.1,0.1021279017,1.3260920811,NA
J2405,"Injection, ondansetron hydrochloride, per 1 mg",2015,353156.0,351876.67,78127.0,4.503906076,4062495.4,0.0866158938,1.0445387638,-0.151888051
J2410,"Injection, oxymorphone hcl, up to 1 mg",2011,91.0,535.95,54.0,9.925,232.0,2.3101293103,2.3598148148,NA
J2410,"Injection, oxymorphone hcl, up to 1 mg",2012,84.0,293.86,31.0,9.4793548387,128.0,2.29578125,2.3767741935,NA
J2410,"Injection, oxymorphone hcl, up to 1 mg",2013,43.0,101.68,22.0,4.6218181818,44.0,2.3109090909,1.1886363636,NA
J2410,"Injection, oxymorphone hcl, up to 1 mg",2014,NA,NA,NA,NA,NA,NA,NA,NA
J2410,"Injection, oxymorphone hcl, up to 1 mg",2015,NA,NA,NA,NA,NA,NA,NA,NA
J2425,"Injection, palifermin, 50 micrograms",2011,264.0,508499.1,149.0,3412.7456376,44537.0,11.417452904,681.52973154,NA
J2425,"Injection, palifermin, 50 micrograms",2012,183.0,394985.16,122.0,3237.5832787,33834.0,11.674208193,646.87868852,NA
J2425,"Injection, palifermin, 50 micrograms",2013,186.0,437407.26,117.0,3738.5235897,32958.0,13.271656654,757.51564103,NA
J2425,"Injection, palifermin, 50 micrograms",2014,163.0,415689.23,104.0,3997.0118269,28836.0,14.415634277,811.66538462,NA
J2425,"Injection, palifermin, 50 micrograms",2015,168.0,456473.31,107.0,4266.1057009,29937.0,15.247797374,868.59093458,NA
J2426,"Injection, paliperidone palmitate extended release, 1 mg",2011,5983.0,6213101.97,1281.0,4850.1966979,992386.0,6.2607714841,980.86523029,NA
J2426,"Injection, paliperidone palmitate extended release, 1 mg",2012,8676.0,9183887.72,1823.0,5037.7881075,1384265.0,6.6344866915,1032.4813878,NA
J2426,"Injection, paliperidone palmitate extended release, 1 mg",2013,10806.0,12137930.07,2241.0,5416.3007898,1688469.5,7.1887173976,1112.4261133,NA
J2426,"Injection, paliperidone palmitate extended release, 1 mg",2014,12277.0,14573710.32,2486.0,5862.3130813,1926313.5,7.5655963165,1207.8131456,NA
J2426,"Injection, paliperidone palmitate extended release, 1 mg",2015,13250.0,15002348.31,2668.0,5623.0690817,1875284.0,8.0000406925,1165.4268216,NA
J2430,"Injection, pamidronate disodium, per 30 mg",2011,40704.0,1442344.63,8959.0,160.99393124,105451.0,13.677865833,36.554116531,NA
J2430,"Injection, pamidronate disodium, per 30 mg",2012,31813.0,904869.13,7032.0,128.67877275,81714.5,11.07354423,28.748546644,NA
J2430,"Injection, pamidronate disodium, per 30 mg",2013,22609.0,582393.92,5333.0,109.20568536,57173.5,10.186431126,24.995079692,NA
J2430,"Injection, pamidronate disodium, per 30 mg",2014,15978.0,426290.77,3783.0,112.68590272,39003.0,10.929691819,25.239318002,NA
J2430,"Injection, pamidronate disodium, per 30 mg",2015,12599.0,347644.05,3068.0,113.31292373,30525.5,11.388643921,25.633565841,NA
J2440,"Injection, papaverine hcl, up to 60 mg",2011,1716.0,1463.22,1305.0,1.1212413793,1821.0,0.8035255354,0.2544904215,NA
J2440,"Injection, papaverine hcl, up to 60 mg",2012,1325.0,1714.9,1116.0,1.5366487455,1367.0,1.2544989027,0.3535752688,NA
J2440,"Injection, papaverine hcl, up to 60 mg",2013,1156.0,1596.95,928.0,1.7208512931,1206.0,1.3241708126,0.3802478448,NA
J2440,"Injection, papaverine hcl, up to 60 mg",2014,519.0,1767.46,449.0,3.9364365256,535.0,3.3036635514,0.8334075724,NA
J2440,"Injection, papaverine hcl, up to 60 mg",2015,516.0,1495.28,451.0,3.3154767184,519.0,2.8810789981,0.7455432373,NA
J2469,"Injection, palonosetron hcl, 25 mcg",2011,1022448.0,196978874.44,166024.0,1186.4481909,10559725.0,18.65378828,238.39700194,NA
J2469,"Injection, palonosetron hcl, 25 mcg",2012,976840.0,190089041.62,165560.0,1148.1580189,10222276.0,18.595569286,229.68893809,NA
J2469,"Injection, palonosetron hcl, 25 mcg",2013,923770.0,185380654.3,161160.0,1150.2894906,9783164.0,18.948946813,232.66606795,NA
J2469,"Injection, palonosetron hcl, 25 mcg",2014,890455.0,182310411.28,158254.0,1152.0113948,9482332.0,19.226326528,233.71315449,NA
J2469,"Injection, palonosetron hcl, 25 mcg",2015,832088.0,177993605.54,152618.0,1166.2687595,8887155.0,20.028187371,235.94228551,0.0417063989
J2501,"Injection, paricalcitol, 1 mcg",2011,76458.0,7457685.27,11201.0,665.80530935,3419274.5,2.1810724088,134.09931881,NA
J2501,"Injection, paricalcitol, 1 mcg",2012,77525.0,3726149.48,10419.0,357.63024091,3556397.0,1.047731589,72.504165467000007,NA
J2501,"Injection, paricalcitol, 1 mcg",2013,64645.0,1561185.32,8730.0,178.82993356,2887928.5,0.5405900181,35.331586483,NA
J2501,"Injection, paricalcitol, 1 mcg",2014,566.0,54812.31,100.0,548.1231,31463.0,1.7421196326,111.7601,NA
J2501,"Injection, paricalcitol, 1 mcg",2015,57.0,83.71,26.0,3.2196153846,63.0,1.3287301587,0.7488461538,NA
J2503,"Injection, pegaptanib sodium, 0.3 mg",2011,10983.0,11694582.32,3375.0,3465.0614281,11430.0,1023.1480595,696.88200889,NA
J2503,"Injection, pegaptanib sodium, 0.3 mg",2012,8381.0,8944426.18,2371.0,3772.4277436,8688.0,1029.5149839,757.79069591,NA
J2503,"Injection, pegaptanib sodium, 0.3 mg",2013,4946.0,5241053.06,1275.0,4110.629851,5159.0,1015.9048381,835.99665098,NA
J2503,"Injection, pegaptanib sodium, 0.3 mg",2014,3457.0,3613883.12,884.0,4088.1030769,3562.0,1014.5657271,834.25984163,NA
J2503,"Injection, pegaptanib sodium, 0.3 mg",2015,1430.0,1496680.51,457.0,3275.0120569,1469.0,1018.8430973,670.62691466,NA
J2504,"Injection, pegademase bovine, 25 iu",2011,11.0,36858.51,11.0,3350.7736364,150.0,245.7234,633.09727273,NA
J2504,"Injection, pegademase bovine, 25 iu",2012,NA,NA,NA,NA,NA,NA,NA,NA
J2504,"Injection, pegademase bovine, 25 iu",2013,NA,NA,NA,NA,NA,NA,NA,NA
J2504,"Injection, pegademase bovine, 25 iu",2014,NA,NA,NA,NA,NA,NA,NA,NA
J2504,"Injection, pegademase bovine, 25 iu",2015,NA,NA,NA,NA,NA,NA,NA,NA
J2505,"Injection, pegfilgrastim, 6 mg",2011,359129.0,972009437.32,101957.0,9533.5233217,371677.0,2615.1993191,1905.7866067,NA
J2505,"Injection, pegfilgrastim, 6 mg",2012,365011.0,1060046676.2,103396.0,10252.298698,380209.0,2788.0630815,2048.7060748,NA
J2505,"Injection, pegfilgrastim, 6 mg",2013,355862.0,1098433150.4,100804.0,10896.72186,371056.0,2960.2894183,2203.1155014,NA
J2505,"Injection, pegfilgrastim, 6 mg",2014,343411.0,1174026332.8,98540.0,11914.210805,358979.0,3270.4596446,2417.1437248,NA
J2505,"Injection, pegfilgrastim, 6 mg",2015,339032.0,1259962338.9,96562.0,13048.221235,354833.0,3550.8600916,2635.0008268,0.0857373206
J2507,"Injection, pegloticase, 1 mg",2011,NA,NA,NA,NA,NA,NA,NA,NA
J2507,"Injection, pegloticase, 1 mg",2012,2195.0,5964848.79,279.0,21379.386344,19518.0,305.60758223,4211.0809319,NA
J2507,"Injection, pegloticase, 1 mg",2013,2332.0,8210721.12,301.0,27278.143256,20133.0,407.82402623,5513.0658804,NA
J2507,"Injection, pegloticase, 1 mg",2014,2039.0,11377877.08,270.0,42140.285481,17265.0,659.01402143,8386.0841111,NA
J2507,"Injection, pegloticase, 1 mg",2015,2130.0,17872508.55,292.0,61207.221062,18067.0,989.23498921,10933.010582,NA
J2510,"Injection, penicillin g procaine, aqueous, up to 600,000 units",2011,2944.0,56541.79,1824.0,30.998788377,4817.0,11.737967615,8.7951315789,NA
J2510,"Injection, penicillin g procaine, aqueous, up to 600,000 units",2012,1899.0,32331.86,1344.0,24.056443452,2645.0,12.223765595,7.1529017857,NA
J2510,"Injection, penicillin g procaine, aqueous, up to 600,000 units",2013,1508.0,28339.43,1110.0,25.531018018,2109.0,13.437377904,7.7466126126,NA
J2510,"Injection, penicillin g procaine, aqueous, up to 600,000 units",2014,1271.0,27030.83,871.0,31.034247991,1814.0,14.901229327,8.3985419059,NA
J2510,"Injection, penicillin g procaine, aqueous, up to 600,000 units",2015,939.0,26019.58,688.0,37.819156977,1443.5,18.025341185,10.197398256,NA
J2515,"Injection, pentobarbital sodium, per 50 mg",2011,75.0,3178.16,19.0,167.27157895,229.0,13.878427948,33.710526316,NA
J2515,"Injection, pentobarbital sodium, per 50 mg",2012,28.0,918.08,NA,NA,41.0,22.392195122,NA,NA
J2515,"Injection, pentobarbital sodium, per 50 mg",2013,NA,NA,NA,NA,NA,NA,NA,NA
J2515,"Injection, pentobarbital sodium, per 50 mg",2014,40.0,5977.3,37.0,161.54864865,173.0,34.550867052,29.953243243,NA
J2515,"Injection, pentobarbital sodium, per 50 mg",2015,51.0,35357.09,28.0,1262.7532143,962.0,36.753731809,246.9625,NA
J2540,"Injection, penicillin g potassium, up to 600,000 units",2011,1086.0,36441.12,179.0,203.58167598,54030.0,0.6744608551,41.193575419,NA
J2540,"Injection, penicillin g potassium, up to 600,000 units",2012,902.0,30256.81,172.0,175.91168605,44709.0,0.6767498714,35.389767442,NA
J2540,"Injection, penicillin g potassium, up to 600,000 units",2013,1026.0,28959.81,177.0,163.61474576,49349.0,0.5868368153,33.774915254,NA
J2540,"Injection, penicillin g potassium, up to 600,000 units",2014,700.0,30121.79,249.0,120.97104418,46566.0,0.646862303,25.065100402,NA
J2540,"Injection, penicillin g potassium, up to 600,000 units",2015,823.0,36792.59,321.0,114.61866044,43995.0,0.8362902603,39.476604361,NA
J2543,"Injection, piperacillin sodium/tazobactam sodium, 1 gram/0.125 grams (1.125 grams)",2011,6459.0,529104.03,799.0,662.20779725,105914.2,4.9955910539,153.66088861,NA
J2543,"Injection, piperacillin sodium/tazobactam sodium, 1 gram/0.125 grams (1.125 grams)",2012,4760.0,309468.31,706.0,438.34038244,89237.6,3.4679138614,125.13838527,NA
J2543,"Injection, piperacillin sodium/tazobactam sodium, 1 gram/0.125 grams (1.125 grams)",2013,6193.0,254304.39,794.0,320.28260705,99323.0,2.5603776567,88.022997481,NA
J2543,"Injection, piperacillin sodium/tazobactam sodium, 1 gram/0.125 grams (1.125 grams)",2014,4419.0,211500.09,892.0,237.10772422,104089.5,2.0319061,78.954910314,NA
J2543,"Injection, piperacillin sodium/tazobactam sodium, 1 gram/0.125 grams (1.125 grams)",2015,1884.0,103628.21,578.0,179.28756055,40442.0,2.5623908313,83.473788927,NA
J2545,"Pentamidine isethionate, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per 300 mg",2011,1099.0,77293.72,276.0,280.04971014,1426.0,54.203169705,63.826413043,NA
J2545,"Pentamidine isethionate, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per 300 mg",2012,794.0,44271.29,230.0,192.48386957,817.0,54.187625459,44.547956522,NA
J2545,"Pentamidine isethionate, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per 300 mg",2013,738.0,54648.22,220.0,248.401,738.0,74.049078591,54.877045455,NA
J2545,"Pentamidine isethionate, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per 300 mg",2014,921.0,79183.57,261.0,303.38532567,931.0,85.05216971,68.996666667,NA
J2545,"Pentamidine isethionate, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per 300 mg",2015,978.0,100767.86,265.0,380.25607547,983.0,102.51053917,85.993018868,NA
J2550,"Injection, promethazine hcl, up to 50 mg",2011,188187.0,368243.0,91444.0,4.0269782599,204140.9,1.8038668390000001,1.0191008705,NA
J2550,"Injection, promethazine hcl, up to 50 mg",2012,172242.0,327477.4,86196.0,3.7992180612,186619.8,1.7547837904,0.8972318901,NA
J2550,"Injection, promethazine hcl, up to 50 mg",2013,152079.0,258566.14,78482.0,3.2945916261,164338.7,1.573373405,0.8041390383,NA
J2550,"Injection, promethazine hcl, up to 50 mg",2014,136004.0,230457.38,70961.0,3.2476625188,146323.4,1.5749865025,0.7920096955,NA
J2550,"Injection, promethazine hcl, up to 50 mg",2015,119680.0,204211.89,63e3,3.2414585714,128633.4,1.5875495011,0.7888779365,0.0079765754
J2560,"Injection, phenobarbital sodium, up to 120 mg",2011,52.0,229.3,34.0,6.7441176471,76.0,3.0171052632,1.6367647059,NA
J2560,"Injection, phenobarbital sodium, up to 120 mg",2012,72.0,1034.42,51.0,20.282745098,104.0,9.9463461538,4.1407843137,NA
J2560,"Injection, phenobarbital sodium, up to 120 mg",2013,38.0,492.62,30.0,16.420666667,44.0,11.195909091,4.2026666667,NA
J2560,"Injection, phenobarbital sodium, up to 120 mg",2014,13.0,192.27,13.0,14.79,13.0,14.79,4.4561538462,NA
J2560,"Injection, phenobarbital sodium, up to 120 mg",2015,11.0,193.87,NA,NA,11.0,17.624545455,NA,NA
J2562,"Injection, plerixafor, 1 mg",2011,1432.0,11047460.69,886.0,12468.917257,39544.0,279.37135065,1909.4027765,NA
J2562,"Injection, plerixafor, 1 mg",2012,1686.0,13501035.17,1084.0,12454.829493,47880.0,281.97650731,1898.5562362,NA
J2562,"Injection, plerixafor, 1 mg",2013,1867.0,15188423.24,1176.0,12915.325884,52260.0,290.63190279,1938.2456293,NA
J2562,"Injection, plerixafor, 1 mg",2014,2052.0,16025848.22,1299.0,12337.065604,54270.0,295.29847466,1885.4781986,NA
J2562,"Injection, plerixafor, 1 mg",2015,2486.0,19590379.24,1549.0,12647.113777,65403.0,299.53334312,1955.1504261,NA
J2590,"Injection, oxytocin, up to 10 units",2011,100.0,82.22,44.0,1.8686363636,100.0,0.8222,0.5802272727,NA
J2590,"Injection, oxytocin, up to 10 units",2012,72.0,64.01,29.0,2.2072413793,85.0,0.7530588235,0.5448275862,NA
J2590,"Injection, oxytocin, up to 10 units",2013,82.0,50.68,27.0,1.877037037,96.0,0.5279166667,0.4244444444,NA
J2590,"Injection, oxytocin, up to 10 units",2014,159.0,83.66,28.0,2.9878571429,169.0,0.4950295858,0.6857142857,NA
J2590,"Injection, oxytocin, up to 10 units",2015,26.0,83.11,NA,NA,28.0,2.9682142857,NA,NA
J2597,"Injection, desmopressin acetate, per 1 mcg",2011,304.0,26659.41,195.0,136.71492308,7209.0,3.6980732418,30.434102564,NA
J2597,"Injection, desmopressin acetate, per 1 mcg",2012,281.0,33661.69,155.0,217.17219355,6273.0,5.3661230671,45.212645161,NA
J2597,"Injection, desmopressin acetate, per 1 mcg",2013,3914.0,540845.14,3317.0,163.05249925,97452.0,5.5498618807,32.439312632,NA
J2597,"Injection, desmopressin acetate, per 1 mcg",2014,4294.0,521792.75,3601.0,144.90217995,102585.9,5.0863983257,29.074326576,NA
J2597,"Injection, desmopressin acetate, per 1 mcg",2015,4247.0,673294.03,3586.0,187.75628277,100933.0,6.6707026443,38.303878974,NA
J2675,"Injection, progesterone, per 50 mg",2011,911.0,2112.03,258.0,8.1861627907,1454.0,1.452565337,2.1500387597,NA
J2675,"Injection, progesterone, per 50 mg",2012,1015.0,2609.26,315.0,8.2833650794,1033.0,2.5259051307,1.8556190476,NA
J2675,"Injection, progesterone, per 50 mg",2013,585.0,940.29,164.0,5.7334756098,622.0,1.5117202572,1.3537804878,NA
J2675,"Injection, progesterone, per 50 mg",2014,581.0,644.97,148.0,4.3579054054,583.0,1.1062950257,1.0327027027,NA
J2675,"Injection, progesterone, per 50 mg",2015,475.0,558.92,150.0,3.7261333333,494.0,1.131417004,0.9558666667,NA
J2680,"Injection, fluphenazine decanoate, up to 25 mg",2011,19374.0,254003.55,2561.0,99.181393987,36291.7,6.9989432846,25.433393206,NA
J2680,"Injection, fluphenazine decanoate, up to 25 mg",2012,14486.0,286000.32,2085.0,137.17041727,28650.2,9.9824894765,36.095908873,NA
J2680,"Injection, fluphenazine decanoate, up to 25 mg",2013,11827.0,343413.95,2053.0,167.27420848,24299.0,14.132842915,44.858533853,NA
J2680,"Injection, fluphenazine decanoate, up to 25 mg",2014,9663.0,339138.59,1504.0,225.49108378,19297.0,17.574679484,57.101662234,NA
J2680,"Injection, fluphenazine decanoate, up to 25 mg",2015,6861.0,246098.27,1274.0,193.16975667,13360.3,18.420115566,51.886797488,NA
J2690,"Injection, procainamide hcl, up to 1 gm",2011,1977.0,17646.39,750.0,23.52852,2476.0,7.1269749596,5.18696,NA
J2690,"Injection, procainamide hcl, up to 1 gm",2012,1216.0,13786.93,483.0,28.54436853,1425.0,9.6750385965,6.0067494824,NA
J2690,"Injection, procainamide hcl, up to 1 gm",2013,1011.0,15924.96,470.0,33.882893617,1190.0,13.382319328,7.8928297872,NA
