A,B,C,D,E,F
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,"G03AA Progestogens and estrogens, fixed combinations",G03AA07 Levonorgestrel and ethinylestradiol,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,"G03AA Progestogens and estrogens, fixed combinations",G03AA07 Levonorgestrel and ethinylestradiol,D04482  Ethinylestradiol - levonorgestrel mixt
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,"G03AA Progestogens and estrogens, fixed combinations",G03AA08 Medroxyprogesterone and ethinylestradiol,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,"G03AA Progestogens and estrogens, fixed combinations",G03AA09 Desogestrel and ethinylestradiol,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,"G03AA Progestogens and estrogens, fixed combinations",G03AA09 Desogestrel and ethinylestradiol,D04484  Desogestrel - ethinylestradiol mixt
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,"G03AA Progestogens and estrogens, fixed combinations",G03AA10 Gestodene and ethinylestradiol,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,"G03AA Progestogens and estrogens, fixed combinations",G03AA11 Norgestimate and ethinylestradiol,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,"G03AA Progestogens and estrogens, fixed combinations",G03AA11 Norgestimate and ethinylestradiol,D10590  Norgestimate - ethinyl estradiol mixt
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,"G03AA Progestogens and estrogens, fixed combinations",G03AA12 Drospirenone and estrogen,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,"G03AA Progestogens and estrogens, fixed combinations",G03AA13 Norelgestromin and ethinylestradiol,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,"G03AA Progestogens and estrogens, fixed combinations",G03AA13 Norelgestromin and ethinylestradiol,D10839  Norelgestromin - ethinyl estradiol mixt
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,"G03AA Progestogens and estrogens, fixed combinations",G03AA14 Nomegestrol and ethinylestradiol,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,"G03AA Progestogens and estrogens, fixed combinations",G03AA15 Chlormadinone and ethinylestradiol,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,"G03AA Progestogens and estrogens, fixed combinations",G03AA15 Chlormadinone and ethinylestradiol,D04464  Chlormadinone acetate - mestranol mixt
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,"G03AA Progestogens and estrogens, fixed combinations",G03AA16 Dienogest and ethinylestradiol,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,"G03AB Progestogens and estrogens, sequential preparations",,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,"G03AB Progestogens and estrogens, sequential preparations",G03AB01 Megestrol and ethinylestradiol,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,"G03AB Progestogens and estrogens, sequential preparations",G03AB02 Lynestrenol and ethinylestradiol,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,"G03AB Progestogens and estrogens, sequential preparations",G03AB03 Levonorgestrel and ethinylestradiol,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,"G03AB Progestogens and estrogens, sequential preparations",G03AB03 Levonorgestrel and ethinylestradiol,D04482  Ethinylestradiol - levonorgestrel mixt
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,"G03AB Progestogens and estrogens, sequential preparations",G03AB04 Norethisterone and ethinylestradiol,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,"G03AB Progestogens and estrogens, sequential preparations",G03AB04 Norethisterone and ethinylestradiol,D04483  Ethinylestradiol - norethisterone mixt
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,"G03AB Progestogens and estrogens, sequential preparations",G03AB05 Desogestrel and ethinylestradiol,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,"G03AB Progestogens and estrogens, sequential preparations",G03AB05 Desogestrel and ethinylestradiol,D04484  Desogestrel - ethinylestradiol mixt
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,"G03AB Progestogens and estrogens, sequential preparations",G03AB06 Gestodene and ethinylestradiol,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,"G03AB Progestogens and estrogens, sequential preparations",G03AB07 Chlormadinone and ethinylestradiol,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,"G03AB Progestogens and estrogens, sequential preparations",G03AB08 Dienogest and estradiol,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,"G03AB Progestogens and estrogens, sequential preparations",G03AB08 Dienogest and estradiol,D10461  Dienogest - estradiol valerate mixt
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AC Progestogens,,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AC Progestogens,G03AC01 Norethisterone [DG:DG00456],
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AC Progestogens,G03AC01 Norethisterone [DG:DG00456],D00182  Norethindrone (USP)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AC Progestogens,G03AC01 Norethisterone [DG:DG00456],D00953  Norethindrone acetate (USP)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AC Progestogens,G03AC01 Norethisterone [DG:DG00456],D08285  Norethisterone enantate
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AC Progestogens,G03AC02 Lynestrenol,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AC Progestogens,G03AC02 Lynestrenol,D01580  Lynestrenol (JAN/USAN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AC Progestogens,G03AC03 Levonorgestrel,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AC Progestogens,G03AC03 Levonorgestrel,D00950  Levonorgestrel (JAN/USP/INN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AC Progestogens,G03AC04 Quingestanol,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AC Progestogens,G03AC04 Quingestanol,D05679  Quingestanol acetate (USAN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AC Progestogens,G03AC05 Megestrol [DG:DG00457],
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AC Progestogens,G03AC05 Megestrol [DG:DG00457],D08167  Megestrol (INN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AC Progestogens,G03AC05 Megestrol [DG:DG00457],D00952  Megestrol acetate (USAN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AC Progestogens,G03AC06 Medroxyprogesterone [DG:DG00458],
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AC Progestogens,G03AC06 Medroxyprogesterone [DG:DG00458],D08166  Medroxyprogesterone (INN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AC Progestogens,G03AC06 Medroxyprogesterone [DG:DG00458],D00951  Medroxyprogesterone acetate (JP17/USP)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AC Progestogens,G03AC07 Norgestrienone,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AC Progestogens,G03AC07 Norgestrienone,D07220  Norgestrienone (INN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AC Progestogens,G03AC08 Etonogestrel,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AC Progestogens,G03AC08 Etonogestrel,D04104  Etonogestrel (USAN/INN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AC Progestogens,G03AC09 Desogestrel,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AC Progestogens,G03AC09 Desogestrel,D02367  Desogestrel (USAN/INN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AC Progestogens,G03AC10 Drospirenone,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AC Progestogens,G03AC10 Drospirenone,D03917  Drospirenone (JAN/USP/INN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AD Emergency contraceptives,,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AD Emergency contraceptives,G03AD01 Levonorgestrel,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AD Emergency contraceptives,G03AD01 Levonorgestrel,D00950  Levonorgestrel (JAN/USP/INN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AD Emergency contraceptives,G03AD02 Ulipristal [DG:DG00459],
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AD Emergency contraceptives,G03AD02 Ulipristal [DG:DG00459],D09567  Ulipristal (USAN/INN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AD Emergency contraceptives,G03AD02 Ulipristal [DG:DG00459],D09687  Ulipristal acetate (JAN/USAN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03B ANDROGENS,,,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03B ANDROGENS,G03BA 3-oxoandrosten (4) derivatives,,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03B ANDROGENS,G03BA 3-oxoandrosten (4) derivatives,G03BA01 Fluoxymesterone,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03B ANDROGENS,G03BA 3-oxoandrosten (4) derivatives,G03BA01 Fluoxymesterone,D00327  Fluoxymesterone (JP17/USP/INN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03B ANDROGENS,G03BA 3-oxoandrosten (4) derivatives,G03BA02 Methyltestosterone,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03B ANDROGENS,G03BA 3-oxoandrosten (4) derivatives,G03BA02 Methyltestosterone,D00408  Methyltestosterone (JP17/USP/INN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03B ANDROGENS,G03BA 3-oxoandrosten (4) derivatives,G03BA03 Testosterone [DG:DG00460],
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03B ANDROGENS,G03BA 3-oxoandrosten (4) derivatives,G03BA03 Testosterone [DG:DG00460],D00075  Testosterone (JAN/USP)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03B ANDROGENS,G03BA 3-oxoandrosten (4) derivatives,G03BA03 Testosterone [DG:DG00460],D00957  Testosterone cypionate (USP)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03B ANDROGENS,G03BA 3-oxoandrosten (4) derivatives,G03BA03 Testosterone [DG:DG00460],D00958  Testosterone enanthate (JP17/USP)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03B ANDROGENS,G03BA 3-oxoandrosten (4) derivatives,G03BA03 Testosterone [DG:DG00460],D00959  Testosterone propionate (JP17/USP)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03B ANDROGENS,G03BA 3-oxoandrosten (4) derivatives,G03BA03 Testosterone [DG:DG00460],D06085  Testosterone ketolaurate (USAN/INN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03B ANDROGENS,G03BA 3-oxoandrosten (4) derivatives,G03BA03 Testosterone [DG:DG00460],D06086  Testosterone phenylacetate (USAN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03B ANDROGENS,G03BA 3-oxoandrosten (4) derivatives,G03BA03 Testosterone [DG:DG00460],D06087  Testosterone undecanoate (USAN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03B ANDROGENS,G03BA 3-oxoandrosten (4) derivatives,G03BA03 Testosterone [DG:DG00460],D08573  Testosterone decanoate
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03B ANDROGENS,G03BA 3-oxoandrosten (4) derivatives,G03BA03 Testosterone [DG:DG00460],D08574  Testosterone phenylpropionate
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03B ANDROGENS,G03BB 5-androstanon (3) derivatives,,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03B ANDROGENS,G03BB 5-androstanon (3) derivatives,G03BB01 Mesterolone,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03B ANDROGENS,G03BB 5-androstanon (3) derivatives,G03BB01 Mesterolone,D04947  Mesterolone (USAN/INN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03B ANDROGENS,G03BB 5-androstanon (3) derivatives,G03BB02 Androstanolone,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03B ANDROGENS,G03BB 5-androstanon (3) derivatives,G03BB02 Androstanolone,D07456  Androstanolone (INN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,,,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CA Natural and semisynthetic estrogens, plain",,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CA Natural and semisynthetic estrogens, plain",G03CA01 Ethinylestradiol [DG:DG00461],
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CA Natural and semisynthetic estrogens, plain",G03CA01 Ethinylestradiol [DG:DG00461],D00554  Ethinyl estradiol (USP)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CA Natural and semisynthetic estrogens, plain",G03CA01 Ethinylestradiol [DG:DG00461],D07928  Ethinylestradiol propanesulfonate
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CA Natural and semisynthetic estrogens, plain",G03CA03 Estradiol [DG:DG00462],
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CA Natural and semisynthetic estrogens, plain",G03CA03 Estradiol [DG:DG00462],D00105  Estradiol (JAN/USP/INN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CA Natural and semisynthetic estrogens, plain",G03CA03 Estradiol [DG:DG00462],D01413  Estradiol valerate (JAN/USP/INN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CA Natural and semisynthetic estrogens, plain",G03CA03 Estradiol [DG:DG00462],D01617  Estradiol dipropionate (JAN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CA Natural and semisynthetic estrogens, plain",G03CA03 Estradiol [DG:DG00462],D01953  Estradiol benzoate (JP17)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CA Natural and semisynthetic estrogens, plain",G03CA03 Estradiol [DG:DG00462],D04061  Estradiol acetate (USAN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CA Natural and semisynthetic estrogens, plain",G03CA03 Estradiol [DG:DG00462],D04063  Estradiol cypionate (USP)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CA Natural and semisynthetic estrogens, plain",G03CA03 Estradiol [DG:DG00462],D04064  Estradiol enanthate (USAN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CA Natural and semisynthetic estrogens, plain",G03CA03 Estradiol [DG:DG00462],D04065  Estradiol undecylate (USAN/INN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CA Natural and semisynthetic estrogens, plain",G03CA03 Estradiol [DG:DG00462],D07918  Estradiol hemihydrate
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CA Natural and semisynthetic estrogens, plain",G03CA03 Estradiol [DG:DG00462],D07919  Estradiol 17 beta-hemisuccinate
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CA Natural and semisynthetic estrogens, plain",G03CA04 Estriol [DG:DG00463],
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CA Natural and semisynthetic estrogens, plain",G03CA04 Estriol [DG:DG00463],D00185  Estriol (JP17/USP)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CA Natural and semisynthetic estrogens, plain",G03CA04 Estriol [DG:DG00463],D01986  Estriol tripropionate (JAN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CA Natural and semisynthetic estrogens, plain",G03CA04 Estriol [DG:DG00463],D01989  Estriol diacetate benzoate (JAN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CA Natural and semisynthetic estrogens, plain",G03CA04 Estriol [DG:DG00463],D07920  Estriol succinate
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CA Natural and semisynthetic estrogens, plain",G03CA04 Estriol [DG:DG00463],D07921  Estriol sodium succinate (BAN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CA Natural and semisynthetic estrogens, plain",G03CA06 Chlorotrianisene,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CA Natural and semisynthetic estrogens, plain",G03CA06 Chlorotrianisene,D00269  Chlorotrianisene (INN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CA Natural and semisynthetic estrogens, plain",G03CA07 Estrone [DG:DG00464],
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CA Natural and semisynthetic estrogens, plain",G03CA07 Estrone [DG:DG00464],D00067  Estrone (JAN/USP/INN)
