brand_name,generic_name
hyperhep b s-d,hepatitis b immune globulin
hyperlyte cr,sodium/k+/mag/ca/chlor/acetate
hyperrho s-d,rho(d) immune globulin
hyqvia,"igg/hyaluronidase,recombinant"
hysingla er,hydrocodone bitartrate
hyzaar,losartan/hydrochlorothiazide
ibandronate sodium,ibandronate sodium
ibudone,hydrocodone/ibuprofen
icar-c plus,"iron,carbonyl/vit c/vit b12/fa"
icar-c plus sr,"iron,carbonyl/vit c/vit b12/fa"
iclusig,ponatinib hcl
iferex 150 forte,iron ps cmplx/vit b12/fa
ilaris,canakinumab/pf
ilotycin,erythromycin base
imipenem-cilastatin sodium,imipenem/cilastatin sodium
imipramine hcl,imipramine hcl
imipramine pamoate,imipramine pamoate
imogam rabies-ht,rabies immune globulin/pf
imovax rabies vaccine,"rabies vacc, human diploid/pf"
inatal advance,prenatal vit 15/iron cb/fa/dss
incontrol pen needle,"pen needle, diabetic"
inderal la,propranolol hcl
indocin,indomethacin
indomethacin,indomethacin
infanrix dtap,"diph,pertuss(acell),tet ped/pf"
infanrix pf,"diph,pertuss(acell),tet ped/pf"
infed,iron dextran complex
infumorph,morphine sulfate/pf
infuvite adult,"mvi, adult no.4 with vit k"
innohep,"tinzaparin sodium,porcine"
innopran xl,propranolol hcl
insulin pen needle,"pen needle, diabetic"
insulin syringe,"syr w-ndl,ins 0.3 ml half mark"
insulin syringe,"syring w-ndl,disp,insul,0.3 ml"
insulin syringe,"syring w-ndl,disp,insul,0.5 ml"
insulin syringe,"syringe and needle,insulin,1ml"
insulin syringe,"syringe w-ndl, disp,insul,2 ml"
insulin syringe,"syringe w-ndl, disp., insulin"
insulin syringe,"syringe w-o needl,insulin,1 ml"
insumed,"syring w-ndl,disp,insul,0.3 ml"
insumed,"syring w-ndl,disp,insul,0.5 ml"
insumed,"syringe and needle,insulin,1ml"
insupen,"pen needle, diabetic"
integra f,iron fum & ps cmp/fa/vit c/b3
integra plus,"iron fum,ps/fa/vit b with c #9"
integra syringe,"syringe and needle,insulin,1ml"
integra syringe,"syringe,safety with needle,1ml"
intermezzo,zolpidem tartrate
intralipid,fat emulsions
intron a,"interferon alfa-2b,recomb."
introvale,levonorgestrel-ethin estradiol
intuniv,guanfacine hcl
invanz,ertapenem sodium
invirase,saquinavir mesylate
invokamet,canagliflozin/metformin hcl
iophen-c nr,guaifenesin/codeine phosphate
iophen dm-nr,guaifenesin/dextromethorphan
iopidine,apraclonidine hcl
ipol,"poliomyelitis vaccine, killed"
ipratropium-albuterol,ipratropium/albuterol sulfate
irbesartan-hydrochlorothiazide,irbesartan/hydrochlorothiazide
irinotecan hcl,irinotecan hcl
irospan,iron bisgly & ps/fa/b&c#12/suc
isentress,raltegravir potassium
isonarif,rifampin/isoniazid
isoptin sr,verapamil hcl
isopto atropine,atropine sulfate
isopto carpine,pilocarpine hcl
isopto homatropine,homatropine hbr
iv prep wipes,alcohol antiseptic pads
ixiaro,japanese encephalitis vacc/pf
j-cof dhc,bromphenrm/pseudoeph/dihydrocd
j-max dhc,dihydrocodeine/guaifenesin
jakafi,ruxolitinib phosphate
jalyn,dutasteride/tamsulosin hcl
jantoven,warfarin sodium
janumet,sitagliptin phos/metformin hcl
janumet xr,sitagliptin phos/metformin hcl
januvia,sitagliptin phosphate
jencycla,norethindrone
jentadueto,linagliptin/metformin hcl
jevantique,norethindrone ac-eth estradiol
jinteli,norethindrone ac-eth estradiol
jolessa,levonorgestrel-ethin estradiol
jolivette,norethindrone
junel,norethindrone ac-eth estradiol
junel fe,norethindrone-e.estradiol-iron
junel fe 24,norethindrone-e.estradiol-iron
juvisync,sitagliptin/simvastatin
juxtapid,lomitapide mesylate
k-phos m.f.,"na phos,m-b/k phos,monob"
k-phos neutral,phosphorus #1
k-phos no.2,"na phos,m-b/k phos,monob"
k-phos original,"potassium phosphate,monobasic"
k effervescent,potassium bicarbonate/cit ac
kabiven,aa 3.31 %/d9.8w/fat/elect #10
kadcyla,ado-trastuzumab emtansine
kadian,morphine sulfate
kaletra,lopinavir/ritonavir
kapvay,clonidine hcl
karbinal er,carbinoxamine maleate
kariva,desog-e.estradiol/e.estradiol
kayexalate,sodium polystyrene sulfonate
kazano,alogliptin benz/metformin hcl
keflex,cephalexin
kelnor 1-35,ethynodiol d-ethinyl estradiol
kelnor 1/35,ethynodiol d-ethinyl estradiol
kenalog,triamcinolone acetonide
kenalog-10,triamcinolone acetonide
kenalog-40,triamcinolone acetonide
kerafoam,urea
keralac,urea
keratol 40,urea
kerol,urea/lactic ac/zn undecylenate
kerol,urea/lactic acid/salicylic ac
kerol ad,urea/lactic ac/zn undecylenate
kerydin,tavaborole
ketorolac tromethamine,ketorolac tromethamine
ketotifen fumarate,ketotifen fumarate
keveyis,dichlorphenamide
kimidess,desog-e.estradiol/e.estradiol
kinrix,"diph,pertus(acel),tet,polio/pf"
kionex,sodium polystyrene sulfonate
klaron,sulfacetamide sodium
klor-con-ef,potassium bicarbonate/cit ac
kombiglyze xr,saxagliptin hcl/metformin hcl
kurvelo,levonorgestrel-ethin estradiol
kuvan,sapropterin dihydrochloride
kynamro,mipomersen sodium
kytril,granisetron hcl
l-cysteine,cysteine hcl
l-mefolate-pyridox-mecobalamin,mecobal/levomefolat ca/b6 phos
l-methyl-b6-b12,mecobal/levomefolat ca/b6 phos
l-methyl-mc,vit b12/lmefolate ca/vit b6/b2
l-methyl-mc nac,acetyl/methyl-b12/lmefolate ca
l-methylfolate,levomefolate calcium
l-methylfolate-mecobalamin-nac,acetyl/methyl-b12/lmefolate ca
l-methylfolate calcium,levomefolate calcium
l-methylfolate forte,levomefolate/algal oil
labetalol hcl,labetalol hcl
lac-hydrin,ammonium lactate
laclotion,ammonium lactate
lacrisert,hydroxypropyl cellulose
lactated ringers,"ringers solution,lactated"
lactocal-f,prenatal vit/iron fumarate/fa
lamisil,terbinafine hcl
lamivudine-zidovudine,lamivudine/zidovudine
lansoprazol-amoxicil-clarithro,lansoprazole/amoxiciln/clarith
lantus/lantus solostar,"insulin glargine,hum.rec.anlog"
larin,norethindrone ac-eth estradiol
larin fe,norethindrone-e.estradiol-iron
latrix,urea/lactic acid/salicylic ac
latrix xm,urea/lactic ac/zn undecylenate
latuda,lurasidone hcl
layolis fe,noreth-ethinyl estradiol/iron
lazerformalyde,formaldehyde
leena,norethindrone-ethinyl estrad
lenvima,lenvatinib mesylate
lescol,fluvastatin sodium
lescol xl,fluvastatin sodium
lessina,levonorgestrel-ethin estradiol
leucovorin calcium,leucovorin calcium
leuprolide acetate,leuprolide acetate
levacet,asa/salicylam/acetaminoph/caff
levalbuterol concentrate,levalbuterol hcl
levalbuterol hcl,levalbuterol hcl
levatol,penbutolol sulfate
levbid,hyoscyamine sulfate
levetiracetam-nacl,levetiracetam in nacl (iso-os)
levitra,vardenafil hcl
levobunolol hcl,levobunolol hcl
levocetirizine dihydrochloride,levocetirizine dihydrochloride
levofloxacin-d5w,levofloxacin/d5w
levomefolate dha,pnv#79/iron/fa/lmfolate ca/dha
levonest,levonorgestrel-ethin estradiol
levonorg-eth estrad eth estrad,l-norgest/e.estradion-e.estrad
levonorgestrel-eth estradiol,levonorgestrel-ethin estradiol
levora-28,levonorgestrel-ethin estradiol
levorphanol tartrate,levorphanol tartrate
levsin,hyoscyamine sulfate
levsin-sl,hyoscyamine sulfate
levulan,aminolevulinic acid hcl
lexapro,escitalopram oxalate
lexiva,fosamprenavir calcium
lialda,mesalamine
lidamantle,lidocaine hcl
lidamantle hc,lidocaine/hydrocortisone ac
lidazone hc,lidocaine/hydrocortisone ac
lidocaine-hc,lidocaine/hydrocortisone ac
lidocaine-hydrocortisone,lidocaine/hydrocortisone ac
lidocaine-hydrocortisone,hydrocortisone/lidocaine/aloe
lidocaine-prilocaine,lidocaine/prilocaine
lidocaine hcl,lidocaine hcl
lidocaine hcl,lidocaine hcl/pf
lidocaine hcl-epinephrine,lidocaine hcl/epinephrine
lidocaine hcl viscous,lidocaine hcl
lidorx,lidocaine hcl
limbrel,baicalin/catechin
limbrel250,baicalin/catechin/citrated znc
limbrel500,baicalin/catechin/citrated znc
lincocin,lincomycin hcl
linezolid-0.9% nacl,linezolid-0.9% sodium chloride
lipitor,atorvastatin calcium
lipodox,doxorubicin hcl peg-liposomal
liposyn iii,fat emulsions
liptruzet,ezetimibe/atorvastatin calcium
liqui-dualcitra,citric acid/sodium citrate
lisinopril-hctz,lisinopril/hydrochlorothiazide
lisinopril-hydrochlorothiazide,lisinopril/hydrochlorothiazide
lite touch,"pen needle, diabetic"
lite touch,"syring w-ndl,disp,insul,0.3 ml"
lite touch,"syring w-ndl,disp,insul,0.5 ml"
lite touch,"syringe and needle,insulin,1ml"
lithium,lithium citrate
lithium carbonate,lithium carbonate
lithium carbonate er,lithium carbonate
lithium citrate,lithium citrate
lithobid,lithium carbonate
livalo,pitavastatin calcium
livixil pak,lidocaine/prilocaine
lo-ovral-28,norgestrel-ethinyl estradiol
lo loestrin fe,norethindrone-e.estradiol-iron
locoid lipocream,hydrocortisone butyrate/emoll
lodosyn,carbidopa
lodrane,brompheniramin/pseudoephedrine
lodrane 24,brompheniramine maleate
lodrane 24d,brompheniramin/pseudoephedrine
loestrin,norethindrone ac-eth estradiol
loestrin 24 fe,norethindrone-e.estradiol-iron
loestrin fe,norethindrone-e.estradiol-iron
lohist 12d,brompheniramin/pseudoephedrine
lohist 12hr,brompheniramine maleate
lomedia 24 fe,norethindrone-e.estradiol-iron
lomotil,diphenoxylate hcl/atropine
lonox,diphenoxylate hcl/atropine
lonsurf,trifluridine/tipiracil hcl
loperamide,loperamide hcl
lopreeza,estradiol/norethindrone acet
lopressor,metoprolol tartrate
lopressor hct,metoprolol/hydrochlorothiazide
lorcet 10-650,hydrocodone/acetaminophen
lorcet plus,hydrocodone/acetaminophen
lortab,hydrocodone/acetaminophen
loryna,ethinyl estradiol/drospirenone
losartan-hydrochlorothiazide,losartan/hydrochlorothiazide
losartan potassium,losartan potassium
loseasonique,l-norgest/e.estradion-e.estrad
lotemax,loteprednol etabonate
lotensin,benazepril hcl
lotensin hct,benazepril/hydrochlorothiazide
lotrel,amlodipine besylate/benazepril
lotrisone,clotrimazole/betamethasone dip
lotronex,alosetron hcl
lovaza,omega-3 acid ethyl esters
lovenox,enoxaparin sodium
low-ogestrel,norgestrel-ethinyl estradiol
loxapine,loxapine succinate
loxitane,loxapine succinate
luer-lok syringe,"syringe w-o needl,insulin,1 ml"
luer-lok syringe,"syringe, disposable, 1 ml"
lufyllin,dyphylline
lupaneta pack,leuprolide/norethindrone acet
lupron depot,leuprolide acetate
lupron depot-ped,leuprolide acetate
lutera,levonorgestrel-ethin estradiol
luvox cr,fluvoxamine maleate
lybrel,levonorgestrel-ethin estradiol
lysiplex plus,"lysine/vit e/fa/vit bcomp,c/zn"
m-clear wc,guaifenesin/codeine phosphate
m-end wc,bromphenira/pseudoephed/codein
m-m-r ii vaccine,"measles,mumps&rubella vacc/pf"
m-vit,pv w-o cal/ferrous fumarate/fa
macnatal cn dha,"pnv69/iron,carbonyl/fa/dss/dha"
macrobid,nitrofurantoin monohyd/m-cryst
macrodantin,nitrofurantoin macrocrystal
mafenide acetate,mafenide acetate
magellan insulin safety syrng,"syringe,needle,insuln,safe,1ml"
magellan insulin safety syrng,"syringe,needle,insuln,sf 0.5ml"
magellan insulin syringe,"syringe,needle,insuln,sf 0.5ml"
magellan insulin syringe,"syringe,needle,insuln,sf,0.3ml"
magnacet,oxycodone hcl/acetaminophen
magnebind 400 rx,calcium carbonate/mag carb/fa
magnesium sulfate-d5w,magnesium sulfate/d5w
makena,hydroxyprogesterone caproate
malarone,atovaquone/proguanil hcl
maprotiline hcl,maprotiline hcl
marcaine,bupivacaine hcl
marcaine,bupivacaine hcl/pf
marcaine-epinephrine,bupivacaine hcl/epinephrine/pf
margesic,butalb/acetaminophen/caffeine
margesic h,hydrocodone/acetaminophen
marlissa,levonorgestrel-ethin estradiol
marnatal-f,pnv with ca no.65/iron poly/fa
maternity,pnv/ferrous fumarate/fa/se
matulane,procarbazine hcl
matzim la,diltiazem hcl
maxair autohaler,pirbuterol acetate
maxalt,rizatriptan benzoate
maxalt mlt,rizatriptan benzoate
maxaron forte,"iron bg,ps/vitc/b12/fa/calcium"
maxaron forte,"iron gly,fum/c/b12/me-thfolate"
maxi-comfort,"syring w-ndl,disp,insul,0.5 ml"
maxi-comfort,"syringe and needle,insulin,1ml"
maxidone,hydrocodone/acetaminophen
maxipime,cefepime hcl
maxitrol,neo/polymyx b sulf/dexameth
maxzide,triamterene/hydrochlorothiazid
maxzide-25 mg,triamterene/hydrochlorothiazid
mebaral,mephobarbital
meclizine hcl,meclizine hcl
meclofenamate sodium,meclofenamate sodium
medroxyprogesterone acetate,medroxyprogesterone acetate
mefloquine hcl,mefloquine hcl
megace,megestrol acetate
megace es,megestrol acetate
megestrol acetate,megestrol acetate
mekinist,trametinib dimethyl sulfoxide
memantine hcl,memantine hcl
menactra,"mening vac a,c,y,w-135 dip/pf"
menest,"estrogens,esterified"
menomune-a-c-y-w-135,"meningococ vac a,c,y,w-135/pf"
menomune-a-c-y-w-135,"meningococcal vac a,c,y,w-135"
mentax,butenafine hcl
menveo a-c-y-w-135-dip,"mening vac a,c,y,w-135 dip/pf"
meperidine hcl,meperidine hcl
meperidine hcl,meperidine hcl/pf
mephyton,phytonadione
meropenem-0.9% nacl,meropenem-0.9% sodium chloride
mesalamine,mesalamine
mesalamine,mesalamine w/cleansing wipes
mesehist wc,bromphenira/pseudoephed/codein
mestinon,pyridostigmine bromide
metadate cd,methylphenidate hcl
metadate er,methylphenidate hcl
metafolbic,vit b12/lmefolate ca/vit b6/b2
metafolbic plus,acetyl/methyl-b12/lmefolate ca
metafolbic plus rf,lmfol ca/acetyl/mb12/algal oil
metaglip,glipizide/metformin hcl
metanx,levomefolate/b6/b12/algal oil
metanx,mecobal/levomefolat ca/b6 phos
metaproterenol sulfate,metaproterenol sulfate
metaxalone,metaxalone
metformin hcl,metformin hcl
metformin hcl er,metformin hcl
methadex,neo/polymyx b sulf/dexameth
methadone hcl,methadone hcl
methadone intensol,methadone hcl
methadose,methadone hcl
methamphetamine hcl,methamphetamine hcl
methenamine hippurate,methenamine hippurate
methenamine mandelate,methenamine mandelate
methergine,methylergonovine maleate
methimazole,methimazole
methotrexate,methotrexate sodium
methotrexate,methotrexate sodium/pf
methotrexate sodium,methotrexate sodium/pf
methoxsalen,"methoxsalen, rapid"
methscopolamine bromide,methscopolamine bromide
methyldopa,methyldopa
methyldopa-hydrochlorothiazide,methyldopa/hydrochlorothiazide
methylene blue,methylene blue
methylergonovine maleate,methylergonovine maleate
methylin,methylphenidate hcl
methylin er,methylphenidate hcl
methylphen,methenam/me blue/ba/salicy/hyo
methylphenidate er,methylphenidate hcl
methylphenidate hcl,methylphenidate hcl
methylphenidate hcl cd,methylphenidate hcl
methylphenidate la,methylphenidate hcl
methylphenidate sr,methylphenidate hcl
methylprednisolone sod succ,methylprednisolone sod succ
metoclopramide hcl,metoclopramide hcl
metoclopramide hcl odt,metoclopramide hcl
metoprolol-hydrochlorothiazide,metoprolol/hydrochlorothiazide
metoprolol succinate,metoprolol succinate
metoprolol tartrate,metoprolol tartrate
metozolv odt,metoclopramide hcl
metro iv,metronidazole/sodium chloride
mexiletine hcl,mexiletine hcl
mi-omega nf,om-3/dha/epa/b12/fa/b6/phytost
miacalcin,"calcitonin,salmon,synthetic"
micardis hct,telmisartan/hydrochlorothiazid
microgestin,norethindrone ac-eth estradiol
microgestin fe,norethindrone-e.estradiol-iron
micronor,norethindrone
midazolam hcl,midazolam hcl
midazolam hcl,midazolam hcl/pf
midodrine hcl,midodrine hcl
migergot,ergotamine tartrate/caffeine
migranal,dihydroergotamine mesylate
milrinone in 5% dextrose,milrinone lactate/d5w
milrinone lactate,milrinone lactate
mimvey,estradiol/norethindrone acet
mimvey lo,estradiol/norethindrone acet
minastrin 24 fe,norethindrone-e.estradiol-iron
mini ultra-thin ii,"pen needle, diabetic"
minipress,prazosin hcl
minitran,nitroglycerin
minocin,minocycline hcl
minocin,minocycline hcl/skin cl no.4
minocycline hcl,minocycline hcl
minocycline hcl er,minocycline hcl
miralax,polyethylene glycol 3350
mirapex,pramipexole di-hcl
mirapex er,pramipexole di-hcl
mircette,desog-e.estradiol/e.estradiol
mirvaso,brimonidine tartrate
mitoxantrone hcl,mitoxantrone hcl
moban,molindone hcl
moexipril-hydrochlorothiazide,moexipril/hydrochlorothiazide
moexipril hcl,moexipril hcl
mometasone furoate,mometasone furoate
mono-linyah,norgestimate-ethinyl estradiol
monodox,doxycycline monohydrate
monoject,"syring w-ndl,disp,insul,0.5 ml"
monoject insulin safety syrng,"syringe w-ndl, disp., insulin"
monoject insulin syringe,"syring w-ndl,disp,insul,0.3 ml"
monoject insulin syringe,"syring w-ndl,disp,insul,0.5 ml"
monoject insulin syringe,"syringe and needle,insulin,1ml"
monoject syringe,"syringe and needle,insulin,1ml"
mononessa,norgestimate-ethinyl estradiol
montelukast sodium,montelukast sodium
monurol,fosfomycin tromethamine
morgidox,doxycycline hyclate
morgidox,doxycycline/skin cleanser #19
morphine sulfate,morphine sulfate
morphine sulfate,morphine sulfate/pf
morphine sulfate er,morphine sulfate
motofen,difenoxin hcl/atropine sulfate
movantik,naloxegol oxalate
moviprep,peg3350/sod sul/nacl/asb/c/kcl
moxeza,moxifloxacin hcl
moxifloxacin hcl,moxifloxacin hcl
ms contin,morphine sulfate
mst 600,magnesium salicylate
multaq,dronedarone hcl
multi-nate 30 dha,pnv53/iron b-g suc-p/fa/omega3
multi-vitamin w-fluoride,pedi multivit no.2 w-fluoride
multi-vitamin with fluoride,pedi m.vit no.17 with fluoride
multigen,iron ag/c/b12/ca/suc.acid/stom
multigen folic,iron aspgly/c/b12/fa/ca-th/suc
multigen plus,iron fum & ag/c/b12/fa/ca/succ
multinatal plus,pv w-o vit a/fe fumarate/fa
multinatal plus,pv w-o vit a/fecbn-fefm/fa
multivitamin with fluoride,pedi m.vit no.17 with fluoride
multivitamins w-fluoride-iron,pedi mv #75/fluoride/iron
multivitamins with fluoride,pedi m.vit no.17 with fluoride
multivitamins with fluoride,pedi mvi no.12/sodium fluoride
multivitamins with fluoride,pedi mvi no.16 with fluoride
multivitamins with fluoride,pedi mvi no.82 with fluoride
multivitamins with minerals,"pnv/iron,carb/om-3/fa/fat 1"
mustargen,mechlorethamine hcl
mvc-fluoride,pedi mvi no.12/sodium fluoride
myambutol,ethambutol hcl
mycamine,micafungin sodium
mycophenolate mofetil,mycophenolate mofetil
mycophenolic acid,mycophenolate sodium
myfortic,mycophenolate sodium
mynatal,"pnv/iron,carbonyl/docusate/fa"
myobloc,rimabotulinumtoxinb
myochrysine,gold sodium thiomalate
mytelase,ambenonium chloride
myzilra,levonorgestrel-ethin estradiol
nabi-hb,hepatitis b immune globulin
nadolol-bendroflumethiazide,nadolol/bendroflumethiazide
nafcillin,"nafcillin in dextrose,iso-osm"
nafcillin sodium,nafcillin sodium
naftifine hcl,naftifine hcl
naftin,naftifine hcl
nalbuphine hcl,nalbuphine hcl
nalfon,fenoprofen calcium
naloxone hcl,naloxone hcl
naltrexone hcl,naltrexone hcl
namenda,memantine hcl
namenda xr,memantine hcl
namzaric,memantine hcl/donepezil hcl
naphazoline hcl,naphazoline hcl
naratriptan hcl,naratriptan hcl
nardil,phenelzine sulfate
naropin,ropivacaine hcl/pf
nasacort aq,triamcinolone acetonide
nascobal,cyanocobalamin (vitamin b-12)
nasonex,mometasone furoate
natachew,pnv55/iron fum & bisgly/fa
natafort,pnv without ca no.9/iron/fa
natalcare plus,pnv with ca#74/iron/folic acid
natalvirt 90 dha,pn w-ca64/iron cb&gl/fa/dss/dh
natalvirt ca,pnv38/iron cbn&gluc/fa/dss/dha
natalvirt flt,"iron carb,gl/fa/b12/c/docusate"
natazia,estradiol valerate/dienogest
natelle one,"pnv with ca,no.70/iron/fa/dha"
nature-throid,"thyroid,pork"
navane,thiothixene
necon,norethindrone-ethinyl estrad
necon,norethindrone-mestranol
needles,"pen needle, diabetic"
neevo,pnv with ca8/iron/fa/lmefolate
neevo dha,pnv no.42/iron/fa/lmfolate/dha
neevo dha,pnv#79/iron/fa/lmfolate ca/dha
nefazodone hcl,nefazodone hcl
neo-polycin,neomycin su/bacitra/polymyxin
neo-polycin hc,neomycin su/baci zn/poly/hc
neo-synalar,neomycin sulfate/fluocinolone
neo-synalar,neomycin/fluocinolone/emol #65
neomycin-bacitracin-poly-hc,neomycin su/baci zn/poly/hc
neomycin-bacitracin-polymyxin,neomycin su/bacitra/polymyxin
neomycin-polymyxin-dexameth,neo/polymyx b sulf/dexameth
neomycin-polymyxin-gramicidin,neomycin/polymyxn b/gramicidin
neomycin-polymyxin-hc,neomycin/polymyxin b sulf/hc
neomycin-polymyxin-hydrocort,neomycin/polymyxin b sulf/hc
neomycin-polymyxin b,neomycin su/polymyx b sulf
neomycin sulfate,neomycin sulfate
neoral,"cyclosporine, modified"
neosporin,neomycin/polymyxn b/gramicidin
neosporin g.u. irrigant,neomycin su/polymyx b sulf
neostigmine methylsulfate,neostigmine methylsulfate
nephplex rx,vit b cmplx no3/fa/c/biot/zinc
nephro-vite rx,vit b cmplx 3/fa/vit c/biotin
nephrocaps,b complex & c no.20/folic acid
nephrocaps qt,vit b complex & c no.13/fa/d3
nephron fa,"fe fumarate/doss/fa/bcomp,c"
nesina,alogliptin benzoate
nestabs,prenatal vit#86/iron bisgly/fa
nestabs abc,pnv #86/iron poly/fa/dha/epa
nestabs dha,pnv #87/iron bisgly/fa/dha
neuac,clindamycin phos/benzoyl perox
neurin-sl,cyanocobalamin/mecobalamin
neurpath-b,mecobal/levomefolat ca/b6 phos
nexa plus,pnv53/iron fum/fa/docusate/dha
nexa select,pnv80/iron fumarate/fa/dss/dha
nexa select,prenatal #58/iron/fa/dss/dha
nexavar,sorafenib tosylate
nexavir,liver extract (beef-pork)
nexiclon xr,clonidine hcl
nexium,esomeprazole magnesium
nexium i.v.,esomeprazole sodium
niacin er,niacin
niacor,niacin
niaspan,niacin
nicardipine hcl,nicardipine hcl
nicazel,b3/azel ac/zinc/b6/copper/fa
nicomide,m-tetrahyrofolate/niacin/cu/zn
nicotinamide,fa/niacinamide/cupric ox/zn ox
nikki,ethinyl estradiol/drospirenone
ninlaro,ixazomib citrate
nitro-bid,nitroglycerin
nitro-dur,nitroglycerin
nitrofurantoin macrocrystal,nitrofurantoin monohyd/m-cryst
nitrofurantoin mono-macro,nitrofurantoin monohyd/m-cryst
nitroglycerin,nitroglycerin
nitroglycerin in d5w,nitroglycerin/d5w
nitroglycerin patch,nitroglycerin
nitrolingual,nitroglycerin
nitromist,nitroglycerin
nitroquick,nitroglycerin
nitrostat,nitroglycerin
nohist,chlorpheniramine/phenylephrine
nor-q-d,norethindrone
nora-be,norethindrone
norco,hydrocodone/acetaminophen
nordette-28,levonorgestrel-ethin estradiol
norel sr,phenyleph/acetaminop/p-tlox/cp
norethin-eth estra ferrous fum,noreth-ethinyl estradiol/iron
norethin-eth estra ferrous fum,norethindrone-e.estradiol-iron
norethindron-ethinyl estradiol,norethindrone ac-eth estradiol
norethindrone,norethindrone
norethindrone-ethin estradiol,noreth-ethinyl estradiol/iron
norethindrone acetate,norethindrone acetate
norflex,orphenadrine citrate
norgestimate-ethinyl estradiol,norgestimate-ethinyl estradiol
norgestrel-ethiny estra,norgestrel-ethinyl estradiol
norinyl 1+35,norethindrone-ethinyl estrad
norinyl 1+50,norethindrone-mestranol
norlyroc,norethindrone
norpace,disopyramide phosphate
norpace cr,disopyramide phosphate
norpramin,desipramine hcl
nortrel,norethindrone-ethinyl estrad
nortriptyline hcl,nortriptyline hcl
norvasc,amlodipine besylate
novaferrum,iron ps cmplx/folic acid/vit c
novarel,"chorionic gonadotropin, human"
novofine,"pen needle, diabetic"
novofine 30,"needles, insulin disposable"
novofine 32,"pen needle, diabetic"
novofine autocover,"pen needle, diabetic, safety"
novofine plus,"pen needle, diabetic"
novolin 70-30,insulin nph hum/reg insulin hm
novolin 70-30 innolet,insulin nph hum/reg insulin hm
novolin n,insulin nph human isophane
novolin n innolet,insulin nph human isophane
novolin r,"insulin regular, human"
novolog mix 70-30,insulin aspart protam & aspart
novolog mix 70-30 flexpen,insulin aspart protam & aspart
novopen 3,insulin admin. supplies
novopen echo,insulin admin. supplies
novopen jr,insulin admin. supplies
novotwist,"pen needle, diabetic"
np thyroid,"thyroid,pork"
nucynta,tapentadol hcl
nucynta er,tapentadol hcl
nuedexta,dextromethorphan hbr/quinidine
nulev,hyoscyamine sulfate
nulytely,sodium chloride/nahco3/kcl/peg
nulytely with flavor packs,sodium chloride/nahco3/kcl/peg
numoisyn,sorbitol/sal st#1/mal ac/ca ph
numoisyn,flaxseed
nuquin hp,dioxybenzone/pdo/hydroquinone
nutri-tab ob + dha,pnv #87/iron bisgly/fa/dha
nutrilipid,fat emulsions
nuvaring,etonogestrel/ethinyl estradiol
nystatin-triamcinolone,nystatin/triamcin
o-cal fa,prenatal vit/iron fumarate/fa
o-cal prenatal,prenatal vit no.127/iron/fa
ob-natal one,pnv w-ca no.37/iron/fa/omega-3
ob + dha,pnv22/iron cbn&gluc/fa/dss/dha
ob 90 + dha,pnv comb 22/iron cb/fa/dss/dha
ob complete,"iron,carbonyl/fa/multivit-min"
ob complete 400,pnv17/iron/fa/fish oil/dha/om
ob complete dha,"pn vit.w-o ca #7, iron,fa,dha"
ob complete one,pn85/iron cb&asp g/fa/dha/fish
ob complete petite,prenatal56/iron/folic acid/dha
ob complete with dha,pnv #30/iron carb&aspg/fa/om3
obtrex dha,"pnv no12/iron,carb/fa/dss/om-3"
ocella,ethinyl estradiol/drospirenone
octagam,immun glob g(igg)/malt/iga 50+
octreotide acetate,octreotide acetate
ocudox,doxy/eyelid clns #3/eye eml #1
odomzo,sonidegib phosphate
ofev,nintedanib esylate
oforta,fludarabine phosphate
ogestrel,norgestrel-ethinyl estradiol
olanzapine-fluoxetine hcl,olanzapine/fluoxetine hcl
oleptro er,trazodone hcl
olopatadine hcl,olopatadine hcl
olux,clobetasol propionate
olux-e,clobetasol propionate/emoll
olux-olux-e,clobetasol propionate/emoll
olysio,simeprevir sodium
omeclamox-pak,omeprazole/clarith/amoxicillin
omega-3 acid ethyl esters,omega-3 acid ethyl esters
omeprazole-sodium bicarbonate,omeprazole/sodium bicarbonate
omnipod,insulin pump cartridge
ondansetron hcl,ondansetron hcl
ondansetron hcl,ondansetron hcl/pf
ondansetron hcl in dextrose,ondansetron hcl/d5w/pf
ondansetron in sodium chloride,ondansetron in 0.9 % nacl/pf
onexton,clindamycin phos/benzoyl perox
onglyza,saxagliptin hcl
opana,oxymorphone hcl
opana er,oxymorphone hcl
opium tincture,opium tincture
optivar,azelastine hcl
oracea,doxycycline monohydrate
oracit,citric acid/sodium citrate
oralone,triamcinolone acetonide
oramorph sr,morphine sulfate
orapred,prednisolone sod phosphate
orapred odt,prednisolone sod phosphate
orasep,benzocaine/menth/cetylpyrd cl
orasep,benzocaine/tan ac/menth/cpyrd
orbivan,butalb/acetaminophen/caffeine
orenitram er,treprostinil diolamine
orkambi,lumacaftor/ivacaftor
orphenadrine citrate,orphenadrine citrate
orphenadrine compound,orphenadrine/aspirin/caffeine
orphenadrine compound forte,orphenadrine/aspirin/caffeine
orsini insulin syringe,"syring w-ndl,disp,insul,0.5 ml"
orsini insulin syringe,"syringe and needle,insulin,1ml"
orsythia,levonorgestrel-ethin estradiol
ortho-cept,desogestrel-ethinyl estradiol
ortho-cyclen,norgestimate-ethinyl estradiol
ortho-novum,norethindrone-ethinyl estrad
ortho evra,norelgestromin/ethin.estradiol
ortho micronor,norethindrone
